dummy_field	id_set_1	name_set_1	id_set_2	name_set_2
0.9832775919732442	25041	fireworks_10003929.html	467	40+hour+week_20522159.html
0.9431438127090301	14445	cinderella+search_20088910.html	14444	cinderella+search_20053733.html
0.903010033444816	42427	ive+got+my+love+to+keep+me+warm_21053290.html	42426	ive+got+my+love+to+keep+me+warm_20771685.html
1.0	84689	you+are+so+beautiful_21051002.html	84687	you+are+so+beautiful_20353902.html
1.0	70598	stay+with+me_21088932.html	29337	good+thing_21083727.html
1.0	75408	the+low+spark+of+high+heeled+boys_20131236.html	50138	low+spark+of+high+heeled+boys_20250871.html
0.9498327759197325	28917	going+under_20088840.html	28916	going+under_20053715.html
0.8762541806020067	31297	have+yourself+a+merry+little+christmas_20756623.html	31265	have+yourself+a+merry+litlle+christmas_20726965.html
1.0	31297	have+yourself+a+merry+little+christmas_20756623.html	31264	have+yourself+a+merry+christmas_21052123.html
1.0	82264	what+you+sayin_20654854.html	77019	there+goes+that+feeling+again_20547296.html
1.0	62006	purple+rain_20804356.html	62005	purple+rain_20297637.html
0.9264214046822743	4448	ang+pag+ibig+kong+ito_20642008.html	4447	ang+pag+ibig+kong+ito_20275519.html
0.9130434782608695	22062	edith+the+kingpin_20075351.html	22061	edith+and+the+kingpin_20739641.html
1.0	17356	dance_10198060.html	17317	dance+the+night+away_20923109.html
1.0	39916	im+satisfied+with+you_20064141.html	39915	im+satisfied+with+you_20059580.html
0.9163879598662207	31297	have+yourself+a+merry+little+christmas_20756623.html	31280	have+yourself+a+merry+little+christmas_20144693.html
0.9063545150501672	35779	i+dont+know+how+to+love+him_21055050.html	35778	i+dont+know+how+to+love+him_20185056.html
1.0	6875	badges+posters+stickers+t+shirts_20089346.html	6874	badges+posters+stickers+t+shirts_20040792.html
1.0	36737	i+live+for+you_20631798.html	36732	i+live+for+you+edited+finished+version+1969_20247948.html
1.0	21033	downtown+dirt_20191839.html	20857	down+at+the+arcade_20191808.html
1.0	73548	that+lucky+old+sun_20316773.html	73547	that+lucky+old+sun+just+rolls+around+heaven_20801556.html
0.9163879598662207	31297	have+yourself+a+merry+little+christmas_20756623.html	31279	have+yourself+a+merry+little+christmas_20139592.html
0.9297658862876255	74217	the+christmas+song_20167376.html	74215	the+christmas+song_20167355.html
0.9096989966555183	85009	you+know+who+your+friends+are_20479149.html	37319	i+should+of_20479161.html
0.9163879598662207	31297	have+yourself+a+merry+little+christmas_20756623.html	31290	have+yourself+a+merry+little+christmas_20620824.html
1.0	43923	just+to+hear+you+say+that+you+love+me_20806467.html	43922	just+to+hear+you+say+that+you+love+me_20052522.html
1.0	54344	my+girl_20267426.html	54337	my+girl_20005076.html
1.0	43888	just+stand+up_20755080.html	43886	just+stand+up_20755078.html
1.0	47629	little+drummer+boy_20756618.html	47628	little+drummer+boy_20748155.html
0.8862876254180602	33061	high+sierra_20504421.html	33060	high+sierra_20212578.html
1.0	77019	there+goes+that+feeling+again_20547296.html	32036	heavy_20654861.html
1.0	55824	night+nurse_20468038.html	55823	night+nurse_20125047.html
1.0	43888	just+stand+up_20755080.html	43884	just+stand+up_20755072.html
1.0	79452	turnaround_10193744.html	69440	son+of+a+gun_10193743.html
0.9163879598662207	31297	have+yourself+a+merry+little+christmas_20756623.html	31283	have+yourself+a+merry+little+christmas_20222057.html
1.0	51773	meat+is+murder_20265354.html	51772	meat+is+murder_20126800.html
0.9565217391304348	43345	joy+to+the+world_21052124.html	43341	joy+to+the+world_20834401.html
1.0	43345	joy+to+the+world_21052124.html	43343	joy+to+the+world_20887386.html
1.0	43345	joy+to+the+world_21052124.html	43344	joy+to+the+world_21049695.html
1.0	42422	ive+got+my+love+to+keep+me+warm_20674249.html	42420	ive+got+my+love+to+keep+me+warm_20068106.html
1.0	31297	have+yourself+a+merry+little+christmas_20756623.html	31289	have+yourself+a+merry+little+christmas_20529227.html
1.0	54344	my+girl_20267426.html	54341	my+girl_20092513.html
1.0	74217	the+christmas+song_20167376.html	74206	the+christmas+song_10188894.html
1.0	54344	my+girl_20267426.html	54342	my+girl_20092799.html
1.0	54344	my+girl_20267426.html	54340	my+girl_20087283.html
1.0	18197	deed+i+do_20813472.html	18196	deed+i+do_20618784.html
0.9498327759197325	61829	prowler_20067989.html	61828	prowler+88_10145369.html
1.0	32812	hey+jude_21069139.html	32806	hey+jude_20014845.html
0.882943143812709	53731	mr+cellophane+chicago+soundtrack_20599508.html	52813	mister+cellophane_20641128.html
0.9632107023411371	1275	a+million+love+songs_20632070.html	1274	a+million+love+songs_20134969.html
1.0	31297	have+yourself+a+merry+little+christmas_20756623.html	31296	have+yourself+a+merry+little+christmas_20755082.html
0.9130434782608695	7051	baltimore+oriole_20812467.html	7050	baltimore+oriole_20059150.html
0.9866220735785953	1955	act+of+war_20046851.html	1954	act+of+war+accuracy+unknown_20671245.html
0.9331103678929766	53228	moonglow_20703537.html	53226	moonglow_10242659.html
0.9230769230769231	59860	paranoid_20091385.html	59857	paranoid_10198393.html
1.0	43345	joy+to+the+world_21052124.html	43338	joy+to+the+world_20674448.html
0.9899665551839465	72189	sweet+georgia+brown_20816192.html	72186	sweet+georgia+brown_20348494.html
1.0	57438	oddities_20180951.html	40894	insane+clown+posse+the+oddities_20648827.html
1.0	4439	andys+chest_20143909.html	4438	andys+chest_20085309.html
0.9063545150501672	14263	christmas+dreaming_20167300.html	14262	christmas+dreaming_20064485.html
1.0	64588	run+rudolph+run_20308720.html	64586	run+rudolph+run_20025595.html
1.0	61618	primrose+hill_20086771.html	53824	mr+speaker+gets+the+word_20086799.html
0.9498327759197325	17731	day+in+day+out_20781014.html	17728	day+in+day+out_20045710.html
1.0	15389	come+on_10224713.html	15383	come+on+part+iii_20921398.html
0.9498327759197325	17731	day+in+day+out_20781014.html	17726	day+in+day+out_20017838.html
1.0	2762	all+along+the+watchtower_20237534.html	2757	all+along+the+watchtower_20021157.html
0.862876254180602	84572	yesterday_20822926.html	19951	dont+change+on+me_20183981.html
0.9632107023411371	50312	lush+life_20565109.html	50311	lush+life_20235530.html
0.9765886287625418	50151	low_20661816.html	50150	low_20653901.html
0.862876254180602	40364	in+my+life_20691242.html	40355	in+my+life_10026479.html
1.0	42655	jam+back+at+the+house_10149713.html	42654	jam+back+at+the+house+beginnings_20924961.html
1.0	32590	heres+to+my+lady_20833176.html	32589	heres+to+my+lady_20833061.html
1.0	51149	many+rivers+to+cross_20260933.html	51148	many+rivers+to+cross_20260932.html
1.0	46230	let+it+be+live_20622749.html	46229	let+it+be+live_20614587.html
1.0	37198	i+remember+you_20017007.html	37197	i+remember+you+dixies+dream_20017008.html
0.8795986622073578	50312	lush+life_20565109.html	50309	lush+life_20098063.html
1.0	58690	one+world_20089392.html	58688	one+world_20040682.html
0.9498327759197325	69445	son+of+a+preacher+man_20816152.html	69443	son+of+a+preacher+man_20501584.html
0.9464882943143813	27082	games+without+frontiers_20622751.html	27081	games+without+frontiers_20107496.html
1.0	74709	the+full+monty+medley_20138373.html	74708	the+full+monty+medley_20116861.html
1.0	79775	un+canadien+errant+the+lost+canadian_20536938.html	75387	the+lost+canadian_20082843.html
0.8963210702341137	41250	iron+man_20308337.html	9293	black+sabbath+iron+man_20648984.html
1.0	74582	the+family+the+fishing+net_20107489.html	74580	the+family+and+the+fishing+net_20479224.html
1.0	16042	cottage+for+sale_20821548.html	823	a+cottage+for+sale_20625634.html
0.8561872909698997	23419	everytime+we+say+goodbye_20116838.html	23066	every+time+we+say+goodbye_20633034.html
0.8896321070234113	31250	have+you+met+miss+jones_20823343.html	31248	have+you+met+miss+jones_20045743.html
1.0	39044	ill+be+home+for+christmas_10187484.html	39043	ill+be+home+for+christmas_10156738.html
1.0	37527	i+used+to+be+color+blind_20068121.html	37526	i+used+to+be+color+blind_20045769.html
1.0	77019	there+goes+that+feeling+again_20547296.html	36431	i+heard+a+rumour_20654860.html
0.8996655518394648	33523	hold+on_21079209.html	33503	hold+on_20147057.html
0.9531772575250836	60784	planet+of+new+orleans_20089394.html	60783	planet+of+new+orleans_20040757.html
1.0	10115	bodhisattva_20152662.html	10114	bodhisattva_20130102.html
0.9464882943143813	3138	all+my+life_21064249.html	3125	all+my+life_20007237.html
0.8729096989966555	66306	setting+me+up_20089268.html	66305	setting+me+up_20040710.html
0.9498327759197325	20303	dont+let+the+sun+go+down+on+me_20784236.html	20300	dont+let+the+sun+go+down+on+me_20059284.html
